x,y
59.62,123.24
19.07,42.14
2.51,9.02
65.15,134.3
3.41,10.82
21.01,46.02
25.64,55.28
74.75,153.5
11.73,27.46
22.32,48.64
88.58,181.16
84.25,172.5
53.74,111.48
26.34,56.68
89.52,183.04
48.2,100.4
52.37,108.74
90.52,185.04
72.99,149.98
46.02,96.04
67.93,139.86
25.46,54.92
36.91,77.82
73.5,151
62.8,129.6
1.71,7.42
77.14,158.28
27.64,59.28
38.58,81.16
87.47,178.94
64.23,132.46
81.95,167.9
11.35,26.7
89.48,182.96
28.26,60.52
32.07,68.14
54.64,113.28
1.85,7.7
93.92,191.84
27.7,59.4
20.29,44.58
84.55,173.1
78.23,160.46
72.08,148.16
76.23,156.46
97.25,198.5
61.24,126.48
57.63,119.26
62.89,129.78
88.82,181.64
45.91,95.82
2.28,8.56
83.75,171.5
55.05,114.1
20.09,44.18
17.36,38.72
15.2,34.4
71.08,146.16
60.21,124.42
61.74,127.48
19.81,43.62
30.62,65.24
16.24,36.48
77.9,159.8
54.69,113.38
68.42,140.84
32.73,69.46
84.71,173.42
82.84,169.68
68.28,140.56
46.19,96.38
84.9,173.8
57.41,118.82
83.64,171.28
32.46,68.92
54.3,112.6
74.5,153
30.35,64.7
43.64,91.28
4.58,13.16
32.44,68.88
78.45,160.9
15.01,34.02
0.6,5.2
61.71,127.42
19.41,42.82
52.83,109.66
89.9,183.8
65.81,135.62
81.6,167.2
37.49,78.98
6.11,16.22
35.4,74.8
7.45,18.9
85.84,175.68
34.05,72.1
75.05,154.1
59.33,122.66
60.6,125.2
71.04,146.08
15.86,35.72
87.31,178.62
79.27,162.54
12.09,28.18
74.19,152.38
54.67,113.34
26.52,57.04
45.94,95.88
11.63,27.26
16.98,37.96
10.37,24.74
20.75,45.5
81.14,166.28
29.14,62.28
19.06,42.12
5.63,15.26
39.6,83.2
46.99,97.98
54.53,113.06
25.87,55.74
43.02,90.04
51.29,106.58
72.73,149.46
87.62,179.24
29.17,62.34
32.39,68.78
89.94,183.88
8.36,20.72
54.04,112.08
77.15,158.3
54.45,112.9
29.85,63.7
2.57,9.14
75.47,154.94
43.37,90.74
14.24,32.48
50.52,105.04
59.58,123.16
27.49,58.98
56.9,117.8
98.73,201.46
52.94,109.88
49.73,103.46
31.13,66.26
67.43,138.86
87.28,178.56
44.67,93.34
27.06,58.12
34.69,73.38
67.12,138.24
75.28,154.56
36.62,77.24
18.27,40.54
33.04,70.08
41.92,87.84
78.3,160.6
83.8,171.6
73.13,150.26
65.12,134.24
75.41,154.82
52.98,109.96
39.18,82.36
73.21,150.42
80.63,165.26
52.95,109.9
67.51,139.02
86.94,177.88
23.74,51.48
17.4,38.8
19.28,42.56
72.51,149.02
87.18,178.36
66.2,136.4
69.31,142.62
74.56,153.12
27.72,59.44
65.62,135.24
54.14,112.28
69.61,143.22
53.2,110.4
26.17,56.34
58.19,120.38
78.31,160.62
77.61,159.22
51.85,107.7
34.04,72.08
8.17,20.34
55.42,114.84
28.07,60.14
30.7,65.4
11.52,27.04
24.62,53.24
79.49,162.98
77.01,158.02
26.24,56.48
66.03,136.06
90.44,184.88
84.74,173.48
88.51,181.02
5.75,15.5
91.42,186.84
16.44,36.88
1.85,7.7
98.06,200.12
45.49,94.98
4.39,12.78
66.47,136.94
24.14,52.28
54.39,112.78
80.1,164.2
16.15,36.3
53.06,110.12
28.82,61.64
51.46,106.92
47.36,98.72
91.79,187.58
26.65,57.3
0.46,4.92
77.83,159.66
96.38,196.76
27.39,58.78
95.88,195.76
68.17,140.34
15.99,35.98
70.75,145.5
74.31,152.62
92.94,189.88
36.58,77.16
67.8,139.6
80.63,165.26
19.24,42.48
44.13,92.26
71.83,147.66
42.61,89.22
18.09,40.18
79.85,163.7
33.14,70.28
84.53,173.06
81.06,166.12
65.98,135.96
58.33,120.66
37.88,79.76
3.41,10.82
39.27,82.54
11.33,26.66
37.08,78.16
30.37,64.74
11.96,27.92
46.99,97.98
80.61,165.22
20.02,44.04
28.7,61.4
5.89,15.78
50.94,105.88
88.62,181.24
93.34,190.68
59.55,123.1
46.51,97.02
47.06,98.12
58.96,121.92
0.26,4.52
30.62,65.24
32.3,68.6
26.68,57.36
94.08,192.16
26.08,56.16
38.78,81.56
80.73,165.46
11.82,27.64
69.2,142.4
93.83,191.66
41.34,86.68
99.66,203.32
98.29,200.58
23.23,50.46
89.42,182.84
0.72,5.44
61.28,126.56
12.28,28.56
52.29,108.58
6.43,16.86
40.75,85.5
30.98,65.96
45.78,95.56
3.79,11.58
73.13,150.26
19.05,42.1
84.09,172.18
30.45,64.9
41.38,86.76
90.16,184.32
20.04,44.08
51.26,106.52
79.66,163.32
54.27,112.54
33.96,71.92
30.62,65.24
46.45,96.9
97.94,199.88
77.06,158.12
19.78,43.56
33.99,71.98
97.89,199.78
70.68,145.36
81.37,166.74
6.18,16.36
27.76,59.52
4.31,12.62
11.38,26.76
59.13,122.26
8.5,21
65.8,135.6
6.78,17.56
7.99,19.98
22.79,49.58
78.07,160.14
51.94,107.88
82.16,168.32
74,152
37.79,79.58
41.39,86.78
78.71,161.42
64.26,132.52
92.78,189.56
98.96,201.92
12.32,28.64
27.23,58.46
36.45,76.9
92.42,188.84
2.72,9.44
59.48,122.96
70.5,145
80.16,164.32
61.51,127.02
86.5,177
32.96,69.92
0.64,5.28
39.82,83.64
99.68,203.36
63.79,131.58
47.75,99.5
11.92,27.84
89.68,183.36
40.77,85.54
87.58,179.16
8.26,20.52
50.7,105.4
4.13,12.26
53.84,111.68
99.6,203.2
51.25,106.5
69.82,143.64
9.41,22.82
23.25,50.5
92.16,188.32
1.84,7.68
18.06,40.12
36.81,77.62
72.15,148.3
77.6,159.2
41.48,86.96
20.38,44.76
82.18,168.36
56.06,116.12
11.51,27.02
88.87,181.74
92.66,189.32
36.67,77.34
23.98,51.96
92.81,189.62
88.34,180.68
51.26,106.52
43.52,91.04
52.67,109.34
77.58,159.16
83.51,171.02
4.2,12.4
38.26,80.52
21.97,47.94
94.49,192.98
22.52,49.04
59.36,122.72
97.17,198.34
13.15,30.3
83.07,170.14
90.18,184.36
53.89,111.78
56.42,116.84
15.19,34.38
75.37,154.74
16.45,36.9
67.68,139.36
4.99,13.98
4.01,12.02
60.64,125.28
78.01,160.02
30.74,65.48
2.15,8.3
85.1,174.2
78.89,161.78
9.27,22.54
86.91,177.82
0.08,4.16
37.42,78.84
45.97,95.94
95.03,194.06
39.97,83.94
63.4,130.8
24.69,53.38
75.52,155.04
93.23,190.46
77.35,158.7
45.18,94.36
28.45,60.9
47.25,98.5
66.66,137.32
17.64,39.28
86.25,176.5
2.32,8.64
80.24,164.48
19.86,43.72
76.86,157.72
19.09,42.18
74.88,153.76
47.35,98.7
29.79,63.58
42.72,89.44
30.7,65.4
89.86,183.72
49.69,103.38
54.59,113.18
23.84,51.68
47.36,98.72
17.13,38.26
31.34,66.68
54.82,113.64
39.57,83.14
79.79,163.58
57.88,119.76
63.14,130.28
86.27,176.54
2.82,9.64
71.37,146.74
91.46,186.92
87.54,179.08
81.67,167.34
39.96,83.92
5.55,15.1
97.87,199.74
73.91,151.82
90.34,184.68
53.22,110.44
43.77,91.54
37.29,78.58
19.77,43.54
2.47,8.94
22.42,48.84
98.67,201.34
67.53,139.06
87.19,178.38
47.01,98.02
37.06,78.12
88.48,180.96
87.16,178.32
69.34,142.68
2.99,9.98
10.18,24.36
23.27,50.54
60.69,125.38
86.55,177.1
31.1,66.2
28.66,61.32
93.71,191.42
69.16,142.32
80.68,165.36
20.97,45.94
16.15,36.3
41.19,86.38
90.68,185.36
83.72,171.44
79.56,163.12
42.03,88.06
31.54,67.08
32.66,69.32
75.97,155.94
26.2,56.4
23.41,50.82
46.73,97.46
65.34,134.68
73.16,150.32
16.12,36.24
7.82,19.64
49.77,103.54
24.81,53.62
68.01,140.02
28.94,61.88
26.63,57.26
45.58,95.16
96.65,197.3
86.33,176.66
77.22,158.44
73.32,150.64
61.2,126.4
97.72,199.44
28.55,61.1
44.18,92.36
42.58,89.16
52.5,109
53.08,110.16
93.69,191.38
44.66,93.32
15.15,34.3
31.87,67.74
8.91,21.82
90.25,184.5
69.37,142.74
16.27,36.54
70.74,145.48
55.49,114.98
